grant_id,name_std,acreage,year,county_text,raw_entry
GRAY_1_16,2-18: Capt,228.0,1694.0,Stafford,"2-18: Capt. William Downing 228 A. in Stafford Co. Wrnt. 4 Oct. 1694 to Mr.
Bland. Adj. Mr. John Waugh on S. side Main Run of Potowmack Cr., Thomas
Meridith, Downing's land, James Butler. 4 Oct. 1694."
GRAY_1_17,2-19: John Wheeler,64.0,1694.0,Westmoreland,"2-19: John Wheeler 64 A. in Westmoreland Co. on Pope's Cr. Wrnt. 5 Oct. 1694.
Adj. William Kimbar, George Sayward & John Foxall. 5 Oct. 1694."
GRAY_1_18,2-19: Giles Vandegasteel,420.0,1694.0,Stafford,"2-19: Giles Vandegasteel 420 A. in Stafford Co. on Little Hunting Cr. (Wrnt. to
Mr. Theoderick Bland to surv.) 5 Oct. 1694."
GRAY_1_19,2-20: Jonathan Mothershead,301.0,1694.0,,"2-20: Jonathan Mothershead 301 A. on Little Hunting Cr. Wrnt. to Mr. Bland 5
Oct. 1694. Adj. Giles Vandegasteel, Edward Keninton. 5 Oct. 1694."
GRAY_1_20,2-21: Anthony Beard,492.0,1694.0,,"2-21: Anthony Beard 492 A. in Washington Par. Wrnt. to Mr. Alexander Spence 5
Oct. 1694. On road from Appomatox Cr. to Washington's Mill, near John Weedon,
the Indian Path, adj. Daniel White. 5 Oct. 1694."
GRAY_1_21,2-22: Thomas Derrick,363.0,1694.0,Stafford,"2-22: Thomas Derrick, Jr. & Samuel Wells 363 A. in Stafford Co. on Doeges Cr.
(by old Surv. of Mr. Samuel Wye.) 5 Oct. 1694."
GRAY_1_22,2-23: Capt,1614.0,1694.0,Stafford,"2-23: Capt. Mala'c Peale 1614 A. in freshes of Potowmack Cr. in Stafford Co.
Wrnt. directed to Mr. Bland. 1 Oct. 1694."
GRAY_1_25,2-27: John Edwards,197.0,1694.0,Westmoreland,"2-27: John Edwards 197 A. in Washington Par. Westmoreland Co. Wrnt. to Mr.
Alexander Spence. On Appamattocks Cr. adj. Randolph Davenport, Robert Franke,
along the Indian Path. 9 Oct. 1694."
GRAY_1_26,2-28: William Carter,89.0,1694.0,,"2-28: William Carter 89 A. in Richmond Co. on Charles Beaver dam. Wrnt. 9 Oct.
returned by Mr. Moseley's Surv. Adj. Carter's Plantation, David Sterne,
Giles Matthews, James Trent. 9 Oct. 1694."
GRAY_1_27,2-29: George Thorne,152.0,1694.0,Westmoreland,"2-29: George Thorne 152 A. in Westmoreland Co. Wrnt. 9 Oct. . Surv. by Mr.
William Horton. On Path to Nanjattico, land of Mr. Storke, William Baltrop. 9
Oct. 1694."
GRAY_1_28,2-30: John Story,150.0,1694.0,Stafford,"2-30: John Story 150 A. on Dodson's Cr. in Stafford Co. Wrnt. 10 Oct. 1694.
Adj.Mr. Francis Dade, near head of cove between Jonah Rivett and Story's land.
10 Oct. 1694."
GRAY_1_33,2-35: Meredith Edwards,150.0,1694.0,Westmoreland,"2-35: Meredith Edwards 150 A. in Westmoreland Co. near upper Machodok. Wrnt. 11
Oct. 1694. Adj. path from Evan Morgan's to Washington's Mill, Starke's dam Sw.
11 Oct. 1694."
GRAY_1_34,2-36: Samuel Jackson,450.0,1694.0,Stafford,"2-36: Samuel Jackson 450 A. in Stafford Co. on Main Run of Quantocott Cr.
Surv. by Mr. Theodorick Bland. 15 Oct. 1694."
GRAY_1_35,2-37: Charles Kill,353.0,1694.0,Richmond,"2-37: Charles Kill of Richmond Co. 353 A. in said Co. Wrnt. 15 Oct. 1694.
Near Mattox Cr., adj. William Gill, on Pope's Cr., Capt. Ball. 15 Oct. 1694."
GRAY_1_36,2-38: Charles Kill,87.0,1694.0,Richmond,"2-38: Charles Kill of Richmond Co. 87 A. in forrest in said Co. adj. William
Gill(Gell) & himself, Samuel Brown, Capt. William Ball. 15 Oct. 1694."
GRAY_1_37,2-39: John Matthews,2466.0,1694.0,,"2-39: John Matthews 2466 A. on S.W. side Great Hunting Cr., adj. his own head
line, S. Br. Little Hunting Cr. 13 Oct. 1694."
GRAY_1_38,2-39: Mr,690.0,1694.0,,"2-39: Mr. William Downing surv'd 690 A. Mr. William Paine bought 350 A. Grant
to Paine. On Potowmack Cr., adj. Mal'a Peal. 11 Oct. 1694.Will devised to William, son, and Mary & Margaret, daus. of Capt. John Norgrave,
for life but no longer. William, Mary, & Margaret being dead & no heir appearing
nor further disposition from Langford, Escheat Grant to Mr. Joseph Whitson who
purchased the three estates. Adj. Capt. Giles Brant. 14 Oct. 1694."
GRAY_1_39,2-41: Thomas Norman 90 1/,3.0,1694.0,,"2-41: Thomas Norman 90 1/3 A. of Marsh on Oquia Cr. Wrnt. 21 Oct. 1694. Surv.
by Capt. George Brent. Adj. John Fosaker, Thomas Norman. 21 Oct. 1694."
GRAY_1_40,2-41: Thomas Pooll,365.0,1694.0,Stafford,"2-41: Thomas Pooll 365 A. in Stafford Co. on Main Run of Potowmack Cr. Wrnt.
21 Oct 1694. Surv. by Mr. Bland. Adj. Mr. Richard Fosaker. 21 Oct. 1694."
GRAY_1_41,2-42: William Munroe,60.0,1694.0,Westmoreland,"2-42: William Munroe 60 A. in Washington Par., Westmoreland Co. adj. Robert
Foster, Mr. Andrew Munroe, Mr. Thomas Mountjoy and John Lancett. Surv. by Mr.
Alexander Spence. 22 Oct. 1694."
GRAY_1_42,2-43: Andrew Beard,107.0,1694.0,Westmoreland,"2-43: Andrew Beard 107 A. in Washington Par., Westmoreland Co. adj. Capt.
Lawrance Washington, Meredith Edwards, Starke's dam. Surv. by Mr. Alexander
Spence. 22 Oct. 1694."
GRAY_1_44,2-45: John Champ,340.0,1694.0,Stafford,"2-45: John Champ 340 A. on Brs. of Quanticott in Stafford Co. Surv. by Mr.
Theodorick Bland. 24 Oct 1694."
GRAY_1_45,2-46: John Fryar,100.0,1694.0,Westmoreland,"2-46: John Fryar of Westmoreland Co. 100 A. in Copley Par. in said Co. sold to
him 21 Oct. 1694 by Henry Kirke, adj. Richard Sturman, Col. William Loyd, Thomas
Harnis, James Shinre. Surv. by Mr. Alexander Spence. 25 Oct. 1694."
GRAY_1_46,2-47: Dr,50.0,1694.0,Richmond,"2-47: Dr. Alexander Spence 50 A. in St. Mary's Par. Richmond Co. adj. William
Marshall, John Easter, the Orphans land, William Pattman, orphans of William
Brown, dec'd. Surv. by Mr. Alexander Spence. 29 Oct. 1694."
GRAY_1_47,2-48: David Fox,429.0,1694.0,Lancaster,"2-48: David Fox 429 A. on Rappahanock R. in Lancaster Co. adj. Fairweather's
Cr., to mouth of Teague's Cr. 1 Nov. 1694."
GRAY_1_48,2-49: William Thatcher In 1655 Patented,200.0,1694.0,Lancaster,"2-49: William Thatcher in 1655 patented 200 A. in Lancaster Co. on Corritoman R.
Land was deserted. Thatcher sold his right to Capt. David Fox. Opposite land
of John Hawkor, land John Monger sold John Davis now in tenor of Henry Davis.
Grant to Fox. 1 Nov. 1694."
GRAY_1_49,2-49: David Fox,128.0,1694.0,Lancaster,"2-49: David Fox 128 A. on Fairweather's Cr. in Lancaster Co. adj. Mr. Rawleigh
Travers, line formerly belonging to one Senior now in tenor of Thomas Martin. 1
Nov. 1694."
GRAY_1_50,2-50: William Williams,589.0,1694.0,Stafford,"2-50: William Williams 589 A. in Stafford Co. on Doegs Run. Surv. by Mr.
Theodorick Bland. Adj. Barnaby's line, on Piney Br. 1 Nov. 1694."
GRAY_1_51,2-51: William Williams,186.0,1694.0,,2-51: William Williams 186 A. on Doegs Run adj. his other land. 1 Nov. 1694.
GRAY_1_52,2-52: William Williams,106.0,1694.0,Stafford,"2-52: William Williams 106 A. on Doegs Run in Stafford Co. aleined to him by
John Harper. Adj. his own land, on Piney Br. Wrnt. to Mr. Theodorick Bland. 1
Nov. 1694."
GRAY_1_53,2-53: Mr,90.0,1694.0,,"2-53: Mr. Francis Triplett 90 A. adj. 300 A he bought of Mr. William Underwood
& 200 A. bought of one Coleman. Surv. by Mr. Edwyn Conway. Between Rappahanock
and Potowmack, adj- Coleman's land, on Mattox Cr. 2 Nov. 1694."
GRAY_1_55,2-55: George Brown,116.0,1694.0,Westmoreland,"2-55: George Brown 116 A. in Copley Par., Westmoreland Co. Adj. Col. William
Loyd, dec'd. Surv. by Mr. Alexander Spence. 7 Nov. 1694."
GRAY_1_56,2-56: Philip White,100.0,1694.0,Westmoreland,"2-56: Philip White 100 A. in Copley Par., Westmoreland Co. adj. Edward Porter,
near Col. Peyton. 8 Nov. 1694."
GRAY_1_57,2-57: John Davis,50.0,1694.0,Westmoreland,"2-57: John Davis 50 A. in Copley Par., Westmoreland Co. adj. Philip White. 8
Nov. 1694."
GRAY_1_58,2-57: William Colston(coleston),100.0,1694.0,,"2-57: William Colston(Coleston) 100 A. on Totaskey Cr. in Richmond Co. adj. Mr.
James Williamson. 14 Nov. 1694."
GRAY_1_59,2-58: William Greenhouse,200.0,1694.0,Stafford,"2-58: William Greenhouse 200 A. in forrest on Brs. of Ocquia Cr. in Stafford
Co. adj. John Pike. 15 Nov. 1694."
GRAY_1_61,2-60: Capt,150.0,1694.0,Stafford,2-60: Capt. Thomas Ousley 150 A. on Acquotink Run in Stafford Co. 15 Nov. 1694.
GRAY_1_62,2-60: Charles Betts,115.0,1694.0,Northumberland,"2-60: Charles Betts 115 A. in Northumberland Co. near Wiccocomico Cr. adj.
William Smith, William Nutt. 16 Nov. 1694."
GRAY_1_64,2-62: William Smith,84.0,1694.0,,"2-62: William Smith of Richmond Co. 84 A. in Richmond Co. on Bryary Swamp.
Surv. by Mr. Edwin Conway. Adj. Daniel O Neall, land formerly Edmund Goodman's
now Smith's, Doctor Deacre's Rd. 20 Nov. 1694."
GRAY_1_65,2-63: John Rankin,32.0,1694.0,,"2-63: John Rankin 32 A. on Marrattico Cr. in Richmond Co. Surv. by Mr. Edwin
Conway. Adj. Mr. John Ockley, Mr. John Overton. 20 Nov. 1694."
GRAY_1_66,2-64: Oct,135.0,1694.0,Stafford,"2-64: Oct. 21, 1694 Thomas Norman of Stafford Co. suggested ungranted land in
said Co. on back of Hope Patent, on Ocquia Cr. Surv. by Mr. Theodorick Bland.
135 A. on Hope Run, by path from head of Ocquia to Col. Mason's. 20 Nov. 1694."
GRAY_1_67,2-65: Oct,85.0,1694.0,Stafford,"2-65: Oct. 22, 1694 William Wigington(Wigginton) of Stafford Co. suggested 85
A. in said Co. not granted adj. Hope Patent, Thomas Norman. Surv. by Mr.
Theodorick Bland. 21 Nov. 1694."
GRAY_1_68,2-65: Thomas Wilson,50.0,1694.0,,"2-65: Thomas Wilson of Westmoreland Co. died seized of 50 A. between Rappahanock and Potowmack Rs. Escheat Grant to Col. William Peirce of said Co. Adj.
George Bruce, Leonard Dozier, land Richard Burk leased to Peirce. 23 Nov. 1694."
GRAY_1_70,2-69: Thomas Thompson,150.0,1694.0,Lancaster,"2-69: Thomas Thompson of Lancaster Co. died seized of 150 A. in St. Mary's White
Chapple Par. in said Co. between Brs. of Corritoman and Marrittico, part of
surplus in 720 A. formerly granted Theophilus Hore(?) who sold to Peter Jennings
Esq. and Col. Matthew Kemp. Kemp gave to John Mott who sold to Thomas Thompson.
Nicholas George of said Co. presented same to Escheat 13 Oct. last. Surv. by
Mr. Edwin Conway returned with Assignment to Mr. Richard Flint of said Co.
Grant to Flynt adj. Bryery Sw., Mr. Chetwin. 24 Nov. 1694."
GRAY_1_73,2-73: Mr,119.0,1694.0,,"2-73: Mr. Robert Pritchard 119 A. adj. Mr. Joseph Ball, Stephen Tomlin, land of
orphans of Mr. William Frisell, dec'd. 24 Nov. 1694."
GRAY_1_74,2-74: Thomas Gulluck,234.0,1694.0,Westmoreland,"2-74: Thomas Gulluck 234 A. in Washington Par. Westmoreland Co. adj. Nanjattico
Path, Thomas Buckoke, Mr. Daniel White, Capt. Lawrance Washington. 24 Nov.
1694."
GRAY_1_76,2-76: George Brown & Elias Morrice,403.0,1694.0,Westmoreland,"2-76: George Brown & Elias Morrice 403 A. in forrest of Nominy in Copley Par.,
Westmoreland Co. adj. William Robinson, Ed. Harnis, Mr. Joseph Beales, Mr.
Thomas Loyd, George Brown, Jr. 26 Nov. 1694."
GRAY_1_77,2-77: John Shinroe,70.0,1694.0,Westmoreland,"2-77: John Shinroe 70 A. in Nominy forrest in Copley Par. Westmoreland Co. adj.
George Brown Jr., John Fryar. 26 Nov. 1694."
GRAY_1_78,2-77: Thomas Chapman,443.0,1694.0,Stafford,"2-77: Thomas Chapman 443 A. in Stafford Co. between Accokick & Ocquia Crs.
adj. Ralph Walker, Mr. William Wingington, Thomas Norman, Gerrard Masters &
William Waller. 27 Nov. 1694."
GRAY_1_79,2-78: Ralph Walker,1283.0,1694.0,,"2-78: Ralph Walker of Staffford Co. 1 Oct. 1694 suggested 1283 A. ungranted.
Mr. G. Brent Jr. & Mr. William Chandler to Surv. Deed for 1250 A. on Rocky Run
of Austins Run. 1 Nov. 1694."
GRAY_1_80,2-79: Mr,273.0,1694.0,Stafford,"2-79: Mr. George Mason 273 A. on Rozes Run in Stafford Co. adj. Mr. John Gwyn,
Mr. Ham.... Mill Run, Mr. Giles Brent. 27 Nov. 1694."
GRAY_1_81,2-79: Mr,75.0,1694.0,,"2-79: Mr. Vincent Cox 75 A. in Yeocomico forrest adj. Cox's other land, Henry
Duncham, Robert Selfe. 28 Nov. 1694."
GRAY_1_83,2-82: Thomas Dusin,126.0,1694.0,,"2-82: Thomas Dusin 126 A. on Totaskey Cr. adj. Mr. William Thatcher, Mrs.
Wilks. Land was surv'd by Mr. William Moseley for Peter Elmore who sold to
Dusin. 28 Nov. 1694."
GRAY_1_86,2-86: James Jarsey Died Seized Of,100.0,1694.0,Northumberland,"2-86: James Jarsey died seized of 100 A. in Northumberland Co. on Great Wiccocomico. Escheat Grant to James Nipper for 100 A. provided he shall pay 1275 lbs.
of Tobacco within four months after 29 Nov. 1694. John Harris Gent. collector
for proprietor."
GRAY_1_87,2-87: Mr,200.0,1694.0,Stafford,"2-87: Mr. Sampson Darrell 200 A. on Doegs Run in Stafford Co. Wrnt. 6 Oct.
1694. Mr. Theodorick Bland to surv. Adj. Nicholas Spencer, dec'd, Mr. Matthew
Thompson. 28 Nov. 1694."
GRAY_1_91,2-92: Mr,200.0,1694.0,Northumberland,"2-92: Mr. John Harris & Mr. John Haynie Sr. 200 A. in Northumberland Co. adj.
Mr. Richard Routt formerly Mr. John Chandler dec'd., Richard Rice, dec'd. 1
Dec. 1694."
GRAY_1_92,2-92: Mr,150.0,1694.0,Northumberland,"2-92: Mr. John Harris 150 A. in Fairfield Par. Northumberland Co. adj. Scott's2-92: Mr. John Haynie Sr. 400 A. in Northumberland Co. adj. John Oldham, William
Matthews, dec'd., Col. William Travers, dec'd. 1 Dec. 1694."
GRAY_1_93,2-93: Mr,200.0,1694.0,Westmoreland,"2-93: Mr. Edward Harnis 200 A. in Nominie forrest, Westmoreland Co. adj. James
Shinroe, Sturman's line, John Carpenter, Robinson's line, Coscos Swamp. 8 Dec.
1694."
GRAY_1_94,2-94: Col,1050.0,1694.0,Stafford,"2-94: Col. Isaak Allerton Esq. obtained Grant from Agt. Philip Ludwell Esq.,
for 1050 A. in Stafford Co. on Oquia. Irregularities in bounds.  Resurvey
returned with perfect bounds. Grant renewed. On Brs. of Oquia & Austen's Run
adj. Mr. Henry Peyton, Carie's line, Mr. Nice Brent, John Pike. 8 Dec. 1694."
GRAY_1_95,2-95: Peter Back,400.0,1694.0,Stafford,2-95: Peter Back 400 A. in Stafford Co. adj. Col. Allerton. 8 Dec. 1694.
GRAY_1_98,2-98: Ed,50.0,1694.0,,"2-98: Ed. Crooker died seized of 50 A. in Richmond Co. between Farnam &
Marrattico Crs. Grant to Mr. Alexander Newman of Richmond Co. Adj. Mr. Robt.
Palmer. 18 Dec. 1694."
GRAY_1_99,2-99: Thomas Church,124.0,1694.0,Stafford,2-99: Thomas Church 124 A. in Stafford Co. on Marumsco Cr. 18 Dec. 1694.
GRAY_1_100,2-100: William Hancock,300.0,1694.0,,"2-100: William Hancock of Richmond Co. 300 A. on Totaskey Cr. - part of Patent
granted Thomas Freswater who sold to Hancock. Adj. Daniel Swillivant, Wilcocks's
line. 18 Dec. 1694."
GRAY_1_101,2-101: Andrew Farmer In 1653 Patented,300.0,1694.0,,"2-101: Andrew Farmer in 1653 patented 300 A. He died without heirs. Escheat
Grant to Capt. John Washington of Westmoreland Co. On upper Machoduck Cr. called
Mattopony, where Mr. Dade formerly lived, adj. Sims Path, Mr. Buckners line. 19
Dec. 1694."
GRAY_1_102,2-102: Richard Whitehead,393.0,1694.0,Stafford,"2-102: Richard Whitehead 393 A. in Stafford Co. adj. Capt. William Downing, Mr.
Richard Fassaker, near a main Br. of Potowmack Cr., Edw. Homes land now in
possession of Capt. Malachy Peale(Peal). 19 Dec. 1694."
GRAY_1_103,2-103: Francis Waddington Wrnt,500.0,1694.0,Stafford,"2-103: Francis Waddington Wrnt. 4 Oct. 1694 to Mr. George Brent Jr., returned 19
Dec. with Surv. of 500 A. on Potowmack Cr. in Stafford Co. adj. Mr. Thomas
Matthews formerly Yeo's, line of Motts, Edward Wheeler. 21 Dec. 1694."
GRAY_1_105,2-105: John Robinson,241.0,1694.0,Northumberland,"2-105: John Robinson 241 A. surplus in 300 A. formerly granted John & Henry
Bradley who sold to Robinson & John Warnham. on Wiccocomico R. in Northumberland Co. adj. his land. 2 Jan 1694/5.
2-107: Daniel White 292 A. in Westmoreland Co. on Attopin dam adj. land George
Thorne bought of Adam Wofindall, William Brown, Capt. Alexander. 22 Dec. 1694."
GRAY_1_107,2-109: Capt,400.0,1694.0,Stafford,"2-109: Capt. John Pine about 1675 died seized of 400 A. on Quantiquot Cr. in
Stafford Co. Escheat Grant to Abraham Farrow of Stafford Co. 18 Jan. 1694."
GRAY_1_108,2-109: Nicholas Bullbrooke,200.0,1694.0,Stafford,"2-109: Nicholas Bullbrooke of Stafford Co. died seized of 200 A. in said Co. on
Potomack Cr. Bulbrooke verbally gave to Thomas Gregg, Jr., Verball Will not
good in law to devise lands. Thomas Gregg, Jr., having the most equitable
right, obtained Grant. Adj. Col. Henry Meese. 26 Jan. 1694/5."
GRAY_1_109,2-110: John Carr & John Simson,627.0,1694.0,Stafford,"2-110: John Carr & John Simson of Stafford Co. 2 Nov. 1678 took up 627 A. in
said Co. on Great Hunting Cr. Patent granted by Herbert Jefferys Esq. who had
no power so to do. New Grant to Simson. 28 Jan. 1694/5."
GRAY_1_110,2-111: Capt,1391.0,1694.0,Stafford,"2-111: Capt. George Brent 18 Nov. 1677 Patented 1391 A. in Stafford Co. Grant
by Herbert Jefferys Esq. then Gov. of Va. Our Agt. Philip Ludwell Esq. published
proposals for confirming all Grants so taken and George Brent did enter his
Patent. Certificate not granted as our Agt. was in Eng. Grant confirmed for
Brent. On Little Hunting Cr. adj. Mr. John Matthews. 28 Jan. 1694/5."
GRAY_1_111,2-112: Col,400.0,1694.0,Stafford,"2-112: Col. John Pine about 1675 died seized of a plantation and 400 A. on
Quantcott Cr. in Stafford Co. Abraham Farrow of Stafford Co. obtained Wrnt. 18
Jan 1694/5. Adj. Henry Walker, containing 500 A. the uppermost 100 A. formerly
sold to Andrew Matson, dec'd. 29 Jan. 1694/5. ""See Farrow's Wrnt. of Escheat in
folio (109). is filed in office."""
GRAY_1_112,2-113: Capt,1143.0,1694.0,Stafford,"2-113: Capt. George Brent 17 Nov. 1677 did patent 1143 A. in Stafford Co. [See
2-111] on Great Hunting Cr. adj. Mr. Matthews's line. 29 Jan 1694/5."
GRAY_1_113,2-115: George Brent 3 Nov,555.0,1694.0,Stafford,"2-115: George Brent 3 Nov. 1677 patented 555 A. in Stafford Co. [See 2-111] on
Little Hunting Cr. 29 Jan. 1694/5."
GRAY_1_114,2-116: Robert Hall & Edward Thompson 20 Nov,104.0,1694.0,Stafford,"2-116: Robert Hall & Edward Thompson 20 Nov. 1678 did patent 104 A. in Stafford
Co. on Oquia Cr. Patent granted by Herbert Jefferys Esq. who had no power so to
do. Augustine Kneaton legatee to Hall & Thompson desires his right to the land
by their Wills to him and his wife. New Grant to Kneaton. On Austins Run, Dr.
Halls Landing, land of Sym's. Bowlin now Kneaton's. 30 Jan. 1694/5."
GRAY_1_118,2-123: Alexander Swan,78.0,1694.0,,"2-123: Alexander Swan of Lancaster Co. 78 A. on Farnham Cr. in Richmond Co.
adj. line of Fauntleroy, on White Oak Sw., John Aimes, other tract of Williams,
William Wheeler. 11 Feb. 1694/5."
GRAY_1_120,2-125: John Nicholls Wrnt,163.0,1694.0,Westmoreland,"2-125: John Nicholls Wrnt. Oct. 1, 1694 for 163 A.in Washington Par. Westmoreland Co. Surv. by Mr. Alexander Spence. Adj. Capt. Lawrence Washington, George
Hales, Francis Triplett, Francis James, land formerly Thomas Blagg's. 21 Feb.
1694/5."
GRAY_1_122,2-127: Lewis Griffin Obtained Wrnt,300.0,1694.0,Stafford,"2-127: Lewis Griffin obtained Wrnt. 31 Jan. 1694/5 for 300 A. Surv. shows 154
A. in bounds in Stafford Co., adj. John Owen, Nanjattico Path, William Bunburry.
22 Feb. 1694/5."
GRAY_1_123,2-128: Mr,375.0,1694.0,Stafford,"2-128: Mr. Lem'l Cox 375 A. (Surv. shows 378 A.) in Stafford & Richmond Cos.
adj. George King, Henry Berrie, Hale's Cart Path, Owmen Cr., James Key, Jre:
Owen, Lewis Griffin, Bunburry's corner, on Machotak dams. 1 Mar. 1694/5."
GRAY_1_124,2-129: Mr,220.0,1694.0,Stafford,"2-129: Mr. John Waugh 220 A. in forrest of Paspatanzie in Stafford Co. adj.
ie Rappahanock R. & Potowmack R. Mr. Mott, Matthews's corner. 4 Mar.
1694/5."
GRAY_1_125,2-130: Thomas Porter,175.0,1694.0,,"2-130: Thomas Porter 175 A. adj. George King, Henry Bury, Porter's plantation,
Br. of Machotick, Hale's road. 7 Mar. 1694/5."
GRAY_1_127,2-132: Robert Peck,100.0,1694.0,,"2-132: Robert Peck 100 A. of 550 A. surv'd for Henry Bury adj. William Lippet,
Mr. Savage, Henry Bury, Symonds marked tree, Mr. James Kay, a Surv. for Robert
Peck. 7 Mar. 1694/5."
GRAY_1_128,2-134: Gerrard Ford,250.0,1694.0,,"2-134: Gerrard Ford 250 A. on Attopin Cr. or called Rosiers Cr., Sw. by
Potowmack R., adj. Mr. Lawrance Washington, Francis Gray, Ford's other land,
Thomas ArrowSmith. 9 Mar. 1694/5."
GRAY_1_129,2-135: Thomas Wallis,1040.0,1694.0,Rappahannock,2-135: Thomas Wallis 1040 A. on Rappahannock adj. Mr. Waugh. 9 Mar. 1694/5.
GRAY_1_130,2-135: Ralph Whiting,250.0,1694.0,,"2-135: Ralph Whiting 250 A. adj. Esquire Wormeley, on Chingateague Brs. 11
Mar. 1694/5."
GRAY_1_131,2-136: Ralph Whiting,450.0,1694.0,,"2-136: Ralph Whiting 450 A. adj. William Lippett, Simson's marked oak, James
Kay, Henry Bury, Robert Peck. Said 450 A. is part of 550 A. surv'd for Henry
Bury. 11 Mar. 1694/5."
GRAY_1_132,2-137: James Matthews,100.0,1694.0,,"2-137: James Matthews 100 A. adj. John Griffins, John Easter, on Chingateague.
11 Mar. 1694/5."
